App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current_Ver,Android_Ver
Tinder,LIFESTYLE,4.0,2789775,68.0,100000000.0,Free,0.0,Mature 17+,Lifestyle,2018-08-02,0.0,4.4 and up
TBNV&FG,NEWS_AND_MAGAZINES,4.7,174827,25.0,10000000.0,Free,0.0,Mature 17+,News & Magazines,2018-08-04,0.0,4.0 and up
Dino T-Rex,GAME,4.0,69115,2.4,10000000.0,Free,0.0,Everyone,Arcade,2018-06-13,1.36,4.1 and up
AT&T U-verse,FAMILY,3.7,38606,96.0,1000000.0,Free,0.0,Everyone,Entertainment,2018-06-13,0.0,4.1 and up
T Uploader,FAMILY,4.1,75,2.2,10000.0,Free,0.0,Everyone,Education,2017-11-24,0.0,4.0 and up
T-Mobile DIGITS,COMMUNICATION,3.0,1820,33.0,100000.0,Free,0.0,Everyone,Communication,2018-02-15,0.0,4.4 and up
DIRECTV Remote App,FAMILY,3.0,480,19.0,1000000.0,Free,0.0,Everyone,Entertainment,2017-08-31,2.4,6.0 and up
T-Mobile Tuesdays,LIFESTYLE,4.0,53144,21.0,5000000.0,Free,0.0,Everyone,Lifestyle,2018-07-13,0.0,5.0 and up
AT&T Mobile Transfer,PRODUCTIVITY,4.6,22775,26.0,10000000.0,Free,0.0,Everyone,Productivity,2018-07-31,0.0,4.4 and up
TCT,PRODUCTIVITY,4.1,370,29.0,500000.0,Free,0.0,Everyone,Productivity,2018-01-25,0.0,4.0 and up
I Can't Wake Up!,TOOLS,4.7,963,3.7,10000.0,Paid,2.99,Everyone,Tools,2018-05-25,0.0,4.0 and up
AT&T FamilyMap®,TOOLS,3.5,21592,25.0,10000000.0,Free,0.0,Everyone,Tools,2017-10-24,0.0,4.0.3 and up
TF,PARENTING,3.1,103,28.0,10000.0,Free,0.0,Everyone,Parenting,2018-06-29,0.0,4.4 and up
PWH,COMMUNICATION,3.9,138129,2.1,10000000.0,Free,0.0,Everyone,Communication,2018-05-06,0.0,2.3 and up
AT&T Call Protect,COMMUNICATION,4.2,6454,15.0,5000000.0,Free,0.0,Everyone,Communication,2018-05-03,0.0,5.0 and up
DSPE,GAME,4.4,17988,7.9,100000.0,Paid,4.99,Teen,Adventure,2018-07-25,1.06,5.0 and up
PDTA,FAMILY,4.4,1771,46.0,10000.0,Paid,4.99,Teen,Puzzle,2016-04-20,0.0,2.3 and up
AT&T DriveMode,MAPS_AND_NAVIGATION,3.3,8465,8.9,10000000.0,Free,0.0,Everyone,Maps & Navigation,2018-05-03,0.0,4.1 and up
The T Factor,EVENTS,4.8,48,13.0,1000.0,Free,0.0,Everyone,Events,2017-09-26,8.8,4.2 and up
PDTA3,FAMILY,4.2,146,20.0,5000.0,Paid,5.99,Teen,Puzzle,2016-12-07,1.1,4.4 and up
Don't touch my phone,TOOLS,3.8,21943,2.3,5000000.0,Free,0.0,Everyone,Tools,2016-10-19,30.0,2.3 and up
DSS,GAME,4.1,1468,4.9,10000.0,Paid,4.99,Teen,Adventure,2018-07-10,0.16,5.0 and up
L-DGA,GAME,4.2,131,23.0,1000.0,Paid,1.61,Everyone,Board,2016-02-24,0.0,2.3.3 and up
JLTRS,FAMILY,4.2,1088,35.0,10000.0,Paid,0.99,Everyone 10+,Simulation,2014-08-19,1.2,2.0.1 and up
TSD,AUTO_AND_VEHICLES,4.0,1981,18.0,100000.0,Free,0.0,Everyone,Auto & Vehicles,2018-08-01,0.0,5.0 and up
TD-S,LIFESTYLE,4.2,29756,45.0,1000000.0,Free,0.0,Everyone,Lifestyle,2018-07-19,0.0,4.1 and up
MG-TTT,MAPS_AND_NAVIGATION,3.8,82,5.6,5000.0,Free,0.0,Everyone,Maps & Navigation,2018-02-23,0.0,4.1 and up
TRPPA,FINANCE,4.5,1057,4.5,50000.0,Free,0.0,Everyone,Finance,2018-07-06,1.7,6.0 and up
MTB,PRODUCTIVITY,3.7,10490,5.8,1000000.0,Free,0.0,Everyone,Productivity,2018-07-24,0.0,4.1 and up
U by BB&T,FINANCE,4.3,16600,24.0,1000000.0,Free,0.0,Everyone,Finance,2018-06-19,0.0,4.4 and up
UL–VC&S,SOCIAL,4.5,67611,21.0,1000000.0,Free,0.0,Mature 17+,Social,2018-04-23,0.0,4.0.3 and up
U-WM&M,COMMUNICATION,4.1,6601,31.0,500000.0,Free,0.0,Everyone,Communication,2018-07-02,0.0,4.1 and up
HURS,FAMILY,4.2,233588,74.0,5000000.0,Free,0.0,Teen,Simulation,2017-04-21,0.0,4.0.3 and up
UBELD,FAMILY,4.5,166886,21.0,10000000.0,Free,0.0,Everyone 10+,Education,2018-07-29,0.0,4.0.3 and up
Ustream,VIDEO_PLAYERS,4.0,93638,7.3,10000000.0,Free,0.0,Mature 17+,Video Players & Editors,2018-07-11,0.0,4.1 and up
UBM-FP&S,COMMUNICATION,4.4,3648765,3.3,100000000.0,Free,0.0,Teen,Communication,2018-07-18,0.0,4.0 and up
ENCHANT U,FAMILY,4.3,83977,11.0,500000.0,Free,0.0,Everyone,Casual,2012-11-08,0.0,2.1 and up
/u/app,COMMUNICATION,4.7,573,53.0,10000.0,Free,0.0,Mature 17+,Communication,2018-07-03,0.0,4.1 and up
Kicker U,LIFESTYLE,4.1,124,37.0,5000.0,Paid,3.99,Everyone,Lifestyle,2018-06-13,3.04,4.0.3 and up
U-Haul,TRAVEL_AND_LOCAL,3.2,852,37.0,100000.0,Free,0.0,Everyone,Travel & Local,2018-07-31,0.0,4.4 and up
Vienna U-Bahn,MAPS_AND_NAVIGATION,3.9,139,2.0,10000.0,Free,0.0,Everyone,Maps & Navigation,2018-07-25,0.0,4.0 and up
Kicker U Lite,LIFESTYLE,4.1,438,26.0,50000.0,Free,0.0,Everyone,Lifestyle,2013-09-27,0.0,2.1 and up
U-Scan,TOOLS,3.4,784,42.0,50000.0,Free,0.0,Everyone,Tools,2016-09-29,0.0,2.2 and up
OUYDC,TRAVEL_AND_LOCAL,3.0,331,7.8,50000.0,Free,0.0,Everyone,Travel & Local,2018-03-13,0.0,4.3 and up
ILUTK,PERSONALIZATION,4.6,655,3.5,100000.0,Free,0.0,Everyone,Personalization,2018-05-08,4.3,4.1 and up
Channel U,FAMILY,4.6,34,14.0,1000.0,Free,0.0,Everyone,Entertainment,2018-05-21,1.3,4.1 and up
PU-ACDAT,TOOLS,4.1,3315,5.1,500000.0,Free,0.0,Everyone,Tools,2018-05-15,0.0,4.1 and up
UPIAD,BUSINESS,3.1,71,1.9,10000.0,Free,0.0,Everyone,Business,2013-05-14,1.0,1.6 and up
Wii U Simulator,FAMILY,3.4,1178,38.0,100000.0,Free,0.0,Everyone 10+,Simulation,2018-04-08,0.0,5.0 and up
UC:P6O9S,PHOTOGRAPHY,4.2,2158,3.0,500000.0,Free,0.0,Everyone,Photography,2017-08-28,0.0,4.0 and up
UG-WST,TOOLS,4.2,26,2.2,5000.0,Free,0.0,Everyone,Tools,2018-06-04,0.0,4.0 and up
U Guard,TOOLS,3.0,245,3.5,10000.0,Free,0.0,Everyone,Tools,2016-08-31,0.0,2.3 and up
DS-WUG,FAMILY,2.4,210,4.0,10000.0,Free,0.0,Everyone,Casual,2017-06-25,2.0,2.3 and up
SU-RVCVC,SOCIAL,4.1,568,27.0,100000.0,Free,0.0,Mature 17+,Social,2018-04-13,0.0,4.1 and up
[V,COMMUNICATION,2.9,83,13.0,10000.0,Free,0.0,Everyone,Communication,2018-04-26,0.0,5.0 and up
What U See,SOCIAL,4.0,712,21.0,100000.0,Free,0.0,Teen,Social,2018-03-05,0.0,4.1 and up
UA-SM&SA,PRODUCTIVITY,4.0,198,3.5,50000.0,Free,0.0,Everyone,Productivity,2017-01-26,0.0,2.3 and up
U+Box,PRODUCTIVITY,3.8,24517,22.0,10000000.0,Free,0.0,Everyone,Productivity,2018-05-23,0.0,5.0 and up
Wi u Emulator,FAMILY,2.4,468,7.2,10000.0,Free,0.0,Everyone,Entertainment,2018-03-03,0.0,4.1 and up
WFULT,PERSONALIZATION,4.4,5599,4.8,500000.0,Free,0.0,Everyone,Personalization,2016-07-23,0.0,2.3 and up
UOICCU,FINANCE,3.7,52,13.0,5000.0,Free,0.0,Everyone,Finance,2018-05-04,0.0,4.4 and up
U-Report,SOCIAL,4.3,241,7.5,10000.0,Free,0.0,Teen,Social,2018-04-10,0.0,4.0.3 and up
MU-GFFSK&I,SOCIAL,4.6,4435,5.4,100000.0,Free,0.0,Mature 17+,Social,2018-05-25,0.0,4.0.3 and up
U-Craft Mobile,FAMILY,4.2,11404,30.0,100000.0,Free,0.0,Everyone,Strategy,2017-09-11,0.0,4.0.3 and up
U-Disco,FAMILY,3.6,906,196.0,100000.0,Free,0.0,Everyone,Entertainment,2014-02-05,0.0,2.3 and up
BUSHDID&B,LIFESTYLE,4.0,889,16.0,100000.0,Free,0.0,Everyone,Lifestyle,2018-08-02,0.0,4.2 and up
USCF,GAME,3.5,4575,3.8,500000.0,Free,0.0,Everyone,Arcade,2017-10-07,1.24,4.0.3 and up
BS–BU&SMAR,MAPS_AND_NAVIGATION,4.4,509,17.0,100000.0,Free,0.0,Everyone,Maps & Navigation,2018-06-06,0.0,5.0 and up
RFAUT-NF,TOOLS,2.5,20,26.0,5000.0,Free,0.0,Everyone,Tools,2018-07-25,0.0,4.2 and up
Pocket U ASW,FAMILY,3.9,93,28.0,10000.0,Free,0.0,Everyone,Education,2018-07-25,0.0,4.2 and up
Identity V,GAME,4.2,109263,38.0,1000000.0,Free,0.0,Teen,Action,2018-07-10,0.0,4.1 and up
VMate,VIDEO_PLAYERS,4.2,192677,17.0,50000000.0,Free,0.0,Teen,Video Players & Editors,2018-08-03,1.78,4.0.3 and up
V Made,BOOKS_AND_REFERENCE,4.3,241,20.0,100000.0,Free,0.0,Everyone,Books & Reference,2018-02-13,1.0,4.0.3 and up
GTAVTM,FAMILY,4.1,182103,6.9,5000000.0,Free,0.0,Teen,Entertainment,2018-07-31,0.0,3.0 and up
V for Voodoo,GAME,4.2,16876,59.0,1000000.0,Free,0.0,Teen,Trivia,2018-06-28,0.0,6.0 and up
SCCSV-G,GAME,4.2,2113,67.0,100000.0,Free,0.0,Everyone 10+,Action,2018-04-23,0.0,4.0.3 and up
TGSVPE,GAME,3.9,6121,61.0,500000.0,Free,0.0,Mature 17+,Action,2018-06-20,2.1,4.1 and up
All Video Downloader,VIDEO_PLAYERS,3.8,165723,1.6,10000000.0,Free,0.0,Everyone,Video Players & Editors,2018-08-04,0.0,4.0 and up
VidPlay,VIDEO_PLAYERS,4.2,3546,3.7,1000000.0,Free,0.0,Everyone,Video Players & Editors,2018-05-27,0.0,4.1 and up
HVD:2BVM,VIDEO_PLAYERS,3.7,430643,4.9,50000000.0,Free,0.0,Everyone,Video Players & Editors,2018-05-31,0.0,4.1 and up
VSM,BUSINESS,4.3,542,30.0,100000.0,Free,0.0,Everyone,Business,2018-04-17,0.0,4.0 and up
V-VE&PM,VIDEO_PLAYERS,4.6,9879473,40.0,100000000.0,Free,0.0,Teen,Video Players & Editors,2018-08-04,0.0,4.1 and up
Mod GTA V for MCPE,FAMILY,3.3,4288,10.0,500000.0,Free,0.0,Everyone,Entertainment,2018-04-23,0.0,4.0.3 and up
Vi Trainer,HEALTH_AND_FITNESS,3.6,124,100.0,5000.0,Free,0.0,Everyone,Health & Fitness,2018-08-02,0.0,5.0 and up
SAGCV,GAME,4.1,2399,42.0,100000.0,Free,0.0,Mature 17+,Action,2018-01-28,0.0,2.3 and up
The Grand Bike V,FAMILY,3.8,3478,95.0,1000000.0,Free,0.0,Everyone,Simulation,2018-02-24,4.0,4.1 and up
V.360° Camera,PHOTOGRAPHY,3.3,582,28.0,100000.0,Free,0.0,Everyone,Photography,2015-09-11,0.0,4.4 and up
FINAL FANTASY V,FAMILY,4.5,15924,4.2,100000.0,Paid,7.99,Teen,Role Playing,2017-03-15,0.0,4.0 and up
BVLLT,PERSONALIZATION,4.8,3283,3.6,100000.0,Free,0.0,Everyone,Personalization,2014-10-17,4.1,4.0.3 and up
VL-FSVSN,SOCIAL,4.3,903,4.6,1000000.0,Free,0.0,Teen,Social,2018-08-03,1.76,4.0.3 and up
MVLT,PERSONALIZATION,4.5,292,7.9,10000.0,Free,0.0,Everyone,Personalization,2017-03-15,0.0,2.3 and up
TGTVW,PERSONALIZATION,3.8,87,4.3,10000.0,Free,0.0,Everyone 10+,Personalization,2018-06-05,1.1,4.0.3 and up
V Bucks ProTips New,SOCIAL,4.7,594,3.6,1000.0,Free,0.0,Everyone,Social,2018-07-19,1.0,2.1 and up
Cheats for GTA V,FAMILY,4.2,450,5.9,100000.0,Free,0.0,Everyone,Entertainment,2018-07-29,6.0,4.0 and up
V for Vampire - Free,FAMILY,4.3,2772,35.0,500000.0,Free,0.0,Teen,Puzzle,2014-09-20,0.0,2.1 and up
GFVH,FAMILY,4.7,1997,1.8,5000.0,Free,0.0,Everyone,Entertainment,2018-07-21,1.0,4.4 and up
V BTS Wallpaper,PERSONALIZATION,4.7,127,9.5,5000.0,Free,0.0,Everyone,Personalization,2018-05-04,8.0,3.0 and up
v-view,FAMILY,3.6,309,19.0,10000.0,Free,0.0,Everyone,Entertainment,2017-06-22,0.0,4.2 and up
Mental Hospital V,GAME,4.2,2460,25.0,50000.0,Paid,0.99,Mature 17+,Action,2016-11-19,1.04,4.2 and up
GSCV,GAME,4.0,1744,37.0,100000.0,Free,0.0,Mature 17+,Action,2018-05-19,0.0,4.1 and up
CCFGV,FAMILY,4.3,589,3.6,100000.0,Free,0.0,Mature 17+,Entertainment,2017-09-03,0.0,4.0 and up
DRAGON QUEST V,FAMILY,4.7,1667,17.0,10000.0,Paid,14.99,Teen,Role Playing,2018-08-01,0.0,2.3 and up
Easy V-Bux free,FAMILY,4.6,856,2.9,5000.0,Free,0.0,Everyone,Entertainment,2018-07-17,1.0,2.1 and up
BVKTWKHN,PERSONALIZATION,4.8,51,3.4,5000.0,Free,0.0,Everyone,Personalization,2018-06-10,0.0,4.0 and up
WP-WF&AWM,WEATHER,3.8,11,2.9,500.0,Paid,1.99,Everyone,Weather,2018-04-23,1.0,4.1 and up
W-WF&ARM,WEATHER,4.2,29,3.5,5000.0,Free,0.0,Everyone,Weather,2018-04-23,1.1,4.1 and up
WO-WDPNS&S,PRODUCTIVITY,4.5,1507205,37.0,100000000.0,Free,0.0,Everyone,Productivity,2018-07-30,0.0,4.0 and up
W-History Standalone,SOCIAL,3.2,38,1.5,1000.0,Paid,0.99,Everyone,Social,2018-03-09,1.935,7.0 and up
Fantasy Squad W,FAMILY,4.3,2142,47.0,50000.0,Free,0.0,Everyone 10+,Role Playing,2018-04-16,0.0,4.1 and up
W&CWFA,WEATHER,4.4,2371543,11.0,50000000.0,Free,0.0,Everyone,Weather,2018-06-04,0.0,4.0.3 and up
W Box VMS,VIDEO_PLAYERS,1.9,105,9.1,10000.0,Free,0.0,Everyone,Video Players & Editors,2017-01-09,0.0,2.3.3 and up
WhatsApp Business,COMMUNICATION,4.4,137144,32.0,10000000.0,Free,0.0,Everyone,Communication,2018-07-30,0.0,4.0.3 and up
W Box VMS HD,VIDEO_PLAYERS,2.5,24,16.0,5000.0,Free,0.0,Everyone,Video Players & Editors,2017-01-04,0.0,3.0 and up
ASRWF,TOOLS,4.2,2447,2.5,100000.0,Free,0.0,Everyone,Tools,2017-12-26,1.19,5.0 and up
WIFI WPS WPA TESTER,TOOLS,4.3,352097,6.7,10000000.0,Free,0.0,Everyone,Tools,2018-06-12,0.0,4.0 and up
FFWC,TOOLS,4.0,75,1.9,10000.0,Free,0.0,Everyone,Tools,2017-03-15,2.5,2.2 and up
IRS W-9 form,BUSINESS,4.8,492,27.0,10000.0,Free,0.0,Everyone,Business,2018-07-26,0.0,5.0 and up
OIW(TC,TOOLS,4.2,12121,79.0,1000000.0,Free,0.0,Everyone,Tools,2018-08-01,1.12,2.3.3 and up
B&WFFPEP,PERSONALIZATION,4.7,65,7.6,5000.0,Free,0.0,Everyone,Personalization,2018-05-02,0.0,4.1 and up
WowBox,LIFESTYLE,4.4,101957,8.2,5000000.0,Free,0.0,Everyone,Lifestyle,2018-04-23,0.0,4.0.3 and up
Zaatar w Zeit,FOOD_AND_DRINK,4.4,205,33.0,50000.0,Free,0.0,Everyone,Food & Drink,2018-07-01,0.0,4.4 and up
WPSApp,TOOLS,4.4,95080,3.1,10000000.0,Free,0.0,Everyone,Tools,2018-08-03,0.0,4.1 and up
WFGPCA&CC,COMMUNICATION,4.6,1130966,27.0,10000000.0,Free,0.0,Everyone,Communication,2018-06-06,0.0,4.0 and up
PWCFT,PHOTOGRAPHY,4.2,348,1.5,10000.0,Free,0.0,Everyone,Photography,2014-04-11,0.0,2.3.3 and up
weather HD,PERSONALIZATION,4.0,1546,4.5,10000.0,Paid,1.99,Everyone,Personalization,2014-02-26,3.1,2.1 and up
DSC,GAME,4.2,1092106,43.0,50000000.0,Free,0.0,Everyone,Word,2018-07-28,0.0,4.4 and up
X-FUVP,TOOLS,4.5,40617,21.0,5000000.0,Free,0.0,Everyone,Tools,2018-07-31,65.0,4.1 and up
XLWOST&CC,ART_AND_DESIGN,4.7,5754,4.4,100000.0,Free,0.0,Everyone,Art & Design,2018-07-30,0.0,4.1 and up
PXLO1I&CC,TOOLS,4.2,54063,16.0,5000000.0,Free,0.0,Everyone,Tools,2018-06-01,0.0,4.1 and up
LSPXSO1,TOOLS,4.4,1166,13.0,100000.0,Free,0.0,Everyone,Tools,2018-03-26,8.8,4.3 and up
NDXBM,FAMILY,3.2,37584,34.0,5000000.0,Free,0.0,Everyone,Casual;Pretend Play,2016-08-31,0.0,4.1 and up
CCI1-PXCP,TOOLS,4.1,1925,8.3,100000.0,Free,0.0,Everyone,Tools,2017-11-15,3.1,4.4 and up
X Browser,COMMUNICATION,4.0,142,2.5,50000.0,Free,0.0,Everyone,Communication,2017-12-31,0.0,4.0 and up
XLPPTOCC,ART_AND_DESIGN,4.7,801,3.5,5000.0,Paid,1.99,Everyone,Art & Design,2018-07-30,0.0,4.1 and up
X-plore File Manager,TOOLS,4.6,168487,6.4,10000000.0,Free,0.0,Everyone,Tools,2018-06-26,0.0,4.3 and up
Flashlight X,TOOLS,4.6,20418,4.3,1000000.0,Free,0.0,Everyone,Tools,2018-04-08,4.54,4.0 and up
iSwipe Phone X,TOOLS,4.7,58366,6.3,1000000.0,Free,0.0,Everyone,Tools,2017-12-07,1.0,4.1 and up
XLP-IST&CC,ART_AND_DESIGN,4.8,1216,8.6,10000.0,Paid,1.99,Everyone,Art & Design,2018-06-26,0.0,4.1 and up
X Home Bar - Free,TOOLS,4.6,4210,1.9,100000.0,Free,0.0,Everyone,Tools,2018-06-18,0.0,4.1 and up
[XPI,TOOLS,4.2,12147,118.0,1000000.0,Free,0.0,Everyone,Tools,2015-01-25,1.18,4.0.3 and up
EXRRS,GAME,4.3,10806,49.0,5000000.0,Free,0.0,Everyone,Racing,2017-05-09,0.0,4.0 and up
Xray Scanner Prank,FAMILY,3.3,355837,3.7,10000000.0,Free,0.0,Everyone,Entertainment,2016-12-07,14.0,2.3 and up
XLPWOST&NA,ART_AND_DESIGN,4.7,149,3.5,1000.0,Paid,1.99,Everyone,Art & Design,2018-07-30,0.0,4.1 and up
TXDS-HOA,FAMILY,4.5,22018,53.0,500000.0,Free,0.0,Teen,Casual,2018-07-18,0.0,5.0 and up
TFIXP,PERSONALIZATION,4.0,126,8.0,10000.0,Free,0.0,Everyone,Personalization,2017-10-19,1.0,2.3.3 and up
X-WOLF,GAME,4.2,4878,27.0,100000.0,Free,0.0,Everyone 10+,Adventure,2018-02-02,0.0,4.1 and up
Light X - Icon Pack,PERSONALIZATION,4.6,252,24.0,10000.0,Paid,0.99,Everyone,Personalization,2018-06-13,0.0,4.1 and up
X1FS,FAMILY,4.2,63197,11.0,1000000.0,Free,0.0,Everyone,Simulation,2018-06-27,0.0,Varies with device
Anime X Wallpaper,PERSONALIZATION,4.7,32613,3.2,1000000.0,Free,0.0,Everyone,Personalization,2018-05-31,3.11,4.1 and up
NTFPX,PERSONALIZATION,4.7,8642,3.7,500000.0,Free,0.0,Everyone,Personalization,2018-05-22,0.0,4.0 and up
X-Plane to GPS,TOOLS,4.2,161,1.2,5000.0,Paid,0.99,Everyone,Tools,2018-03-04,1.62,4.4 and up
CCI1-PXN,TOOLS,4.3,514,8.4,50000.0,Free,0.0,Everyone,Tools,2018-02-12,1.8,4.4 and up
IX-ILWHW,PERSONALIZATION,4.3,1714,31.0,100000.0,Free,0.0,Everyone,Personalization,2018-06-19,0.0,4.1 and up
Hero Fighter X,GAME,4.5,24210,45.0,500000.0,Free,0.0,Teen,Action,2015-11-13,1.091,2.2 and up
Slendrina X,GAME,4.4,12736,56.0,1000000.0,Free,0.0,Teen,Arcade,2017-12-18,1.02,4.0 and up
X Back - Icon Pack,PERSONALIZATION,4.5,56,26.0,10000.0,Paid,0.99,Everyone,Personalization,2018-06-29,0.0,4.1 and up
Guide (for X-MEN),BOOKS_AND_REFERENCE,4.6,586,17.0,100000.0,Free,0.0,Everyone,Books & Reference,2017-05-08,0.0,3.0 and up
DXP-SMDND,TOOLS,4.3,60,6.9,1000.0,Paid,3.99,Everyone,Tools,2018-07-11,0.0,4.1 and up
Robocar X Ray,GAME,4.5,3432,99.0,1000000.0,Free,0.0,Mature 17+,Action,2017-01-23,1.0,2.3 and up
SXSWOAF,GAME,4.5,10748,47.0,1000000.0,Free,0.0,Everyone,Arcade,2018-08-04,4.0,4.1 and up
OE4T,PERSONALIZATION,3.9,916,36.0,100000.0,Free,0.0,Everyone,Personalization,2018-02-05,5.0,4.4 and up
Flexiroam X,TRAVEL_AND_LOCAL,4.0,875,21.0,100000.0,Free,0.0,Everyone,Travel & Local,2018-08-03,0.0,4.1 and up
XSS,FAMILY,2.7,1616,3.0,500000.0,Free,0.0,Everyone,Casual,2017-01-08,7.0,2.1 and up
X Construction,FAMILY,4.5,18612,8.5,100000.0,Paid,1.49,Everyone,Puzzle,2015-07-28,1.57,2.3 and up
XHB-HBGP,TOOLS,4.0,88,2.0,10000.0,Paid,1.99,Everyone,Tools,2018-07-02,1.5,4.3 and up
PLAYBULB X,LIFESTYLE,2.9,2160,15.0,100000.0,Free,0.0,Everyone,Lifestyle,2018-06-25,0.0,4.3 and up
XSB,FAMILY,4.6,5898,50.0,100000.0,Free,0.0,Everyone,Entertainment,2017-08-01,0.0,1.6 and up
YT-W&RLT,FAMILY,4.4,38517,17.0,1000000.0,Free,0.0,Teen,Entertainment,2018-08-02,0.0,5.0 and up
JW Caleb y Sofia,FAMILY,4.6,5227,1.9,500000.0,Free,0.0,Everyone,Education,2015-11-20,1.0,4.0.3 and up
BMAR,FAMILY,4.4,281448,70.0,10000000.0,Free,0.0,Everyone,Racing;Action & Adventure,2018-06-01,0.0,4.0 and up
TT&BN,FAMILY,4.4,1131937,41.0,100000000.0,Free,0.0,Everyone,Entertainment,2018-04-30,0.0,4.1 and up
VCS,FAMILY,4.2,721646,99.0,50000000.0,Free,0.0,Teen,Simulation,2018-08-02,2.7,4.1 and up
PTS,FAMILY,4.8,1499466,96.0,10000000.0,Free,0.0,Teen,Casual,2018-07-24,0.0,4.1 and up
YM–SO,COMMUNICATION,4.3,4188345,16.0,100000000.0,Free,0.0,Everyone,Communication,2018-07-18,0.0,4.4 and up
Real Gangster Crime,GAME,4.3,285814,84.0,10000000.0,Free,0.0,Teen,Action,2018-06-26,3.5,4.0 and up
A&MS,TOOLS,4.6,351267,5.0,10000000.0,Free,0.0,Everyone,Tools,2018-02-09,0.0,4.0 and up
Flashlight Ultimate,TOOLS,4.6,16936,5.0,1000000.0,Free,0.0,Everyone,Tools,2018-01-25,2.94,4.0 and up
Gangster Town,GAME,4.1,74842,99.0,5000000.0,Free,0.0,Teen,Action,2016-12-22,1.7,2.3 and up
Rope Hero 3,GAME,4.4,45871,99.0,5000000.0,Free,0.0,Teen,Action,2017-05-08,1.6,2.3 and up
AMS2-A&AL,TOOLS,4.5,5180480,26.0,100000000.0,Free,0.0,Everyone,Tools,2018-08-01,0.0,4.1 and up
ZO-(TG,FAMILY,4.6,4421,37.0,50000.0,Paid,2.99,Teen,Strategy,2014-11-05,1.77,2.2 and up
Z-FTS,TOOLS,4.6,387958,9.0,10000000.0,Free,0.0,Teen,Tools,2018-07-16,0.0,4.0.3 and up
EZ-Z,GAME,4.0,229329,88.0,10000000.0,Free,0.0,Mature 17+,Action,2017-12-04,2.14,4.1 and up
War Z 2,FAMILY,4.5,97071,87.0,5000000.0,Free,0.0,Teen,Strategy,2018-04-03,0.0,2.3.3 and up
LE-WZS,FAMILY,4.2,853495,78.0,50000000.0,Free,0.0,Teen,Strategy,2018-08-02,0.0,4.0.3 and up
ZDHOH,FAMILY,3.9,5894,67.0,1000000.0,Free,0.0,Everyone 10+,Strategy,2018-07-11,0.0,4.0.3 and up
Z Champions,GAME,4.7,96028,59.0,1000000.0,Free,0.0,Teen,Arcade,2018-05-28,0.0,4.0 and up
CPU-Z,TOOLS,4.5,295430,1.4,10000000.0,Free,0.0,Everyone,Tools,2018-04-17,1.26,2.2 and up
W-ZS,GAME,4.3,121612,59.0,1000000.0,Free,0.0,Teen,Action,2017-12-28,0.0,4.0 and up
ZC-PEBSC,PHOTOGRAPHY,4.4,1075016,47.0,100000000.0,Free,0.0,Mature 17+,Photography,2018-08-03,4.21,4.1 and up
EZEW,FAMILY,4.2,367951,76.0,5000000.0,Free,0.0,Teen,Strategy,2018-07-16,0.0,4.0.3 and up
ZWZ:HSR,GAME,3.9,1987,62.0,100000.0,Free,0.0,Mature 17+,Action,2017-12-13,1.8,4.0.3 and up
DBZDB,GAME,4.1,650114,80.0,10000000.0,Free,0.0,Teen,Action,2018-07-03,0.0,4.0.3 and up
Moto Z Market,TOOLS,2.2,605,3.8,1000000.0,Free,0.0,Everyone,Tools,2017-12-18,0.0,5.0 and up
CZ(Z,GAME,4.2,41444,56.0,1000000.0,Free,0.0,Teen,Action,2016-07-31,0.0,4.0.3 and up
ZWMC,FAMILY,4.2,62301,72.0,5000000.0,Free,0.0,Teen,Strategy,2018-08-01,1.6,4.1 and up
Z App,LIFESTYLE,2.8,405,25.0,50000.0,Free,0.0,Everyone,Lifestyle,2018-06-22,0.0,4.4 and up
GVM,GAME,3.9,145,79.0,10000.0,Free,0.0,Everyone,Action,2018-07-30,0.0,4.4 and up
Z City,FAMILY,4.3,3976,98.0,100000.0,Free,0.0,Teen,Strategy,2018-01-29,0.0,4.0 and up
SZ🌏🚀PT,PERSONALIZATION,4.8,201,68.0,1000.0,Paid,1.49,Everyone,Personalization,2018-08-04,0.0,4.0.3 and up
Reload: The Z-Team,GAME,4.3,1655,91.0,100000.0,Free,0.0,Everyone 10+,Action,2018-02-28,0.0,4.4 and up
RZMZFOS,GAME,4.1,11258,44.0,500000.0,Free,0.0,Mature 17+,Action,2016-12-08,1.25,4.2 and up
PZG3-BSF,GAME,4.2,11408,96.0,1000000.0,Free,0.0,Teen,Action,2018-07-06,4.1,4.0 and up
SZSSUC,GAME,4.4,306,61.0,10000.0,Free,0.0,Everyone,Adventure,2018-04-18,0.0,4.0 and up
ZDS,FAMILY,4.6,99,19.0,10000.0,Free,0.0,Teen,Strategy,2018-06-08,0.0,4.0.3 and up
FZGGKT,PERSONALIZATION,4.3,71829,8.8,5000000.0,Free,0.0,Everyone,Personalization,2017-06-30,4.16,4.0 and up
ZAWZ,GAME,4.3,13604,96.0,1000000.0,Paid,0.99,Teen,Action,2018-06-26,0.0,2.3 and up
Z Camera,PHOTOGRAPHY,3.8,142,7.7,10000.0,Free,0.0,Everyone,Photography,2016-04-08,1.8,4.0 and up
